"depth_avg_mm" "BestAD" "MinAD" "MaxAD" "SAR_mm.yr" "SAR_err_mm.yr"
263 1941.91130329833 1938.03405020765 1945.78855638901 3.03371505531842 0.145056975299013
264 1941.58167444995 1937.68866016784 1945.47468873206 3.03371505531842 0.145056975299013
265 1941.25204560157 1937.34327012804 1945.1608210751 3.03371505531842 0.145056975299013
266 1940.92241675319 1936.99788008823 1944.84695341815 3.03371505531842 0.145056975299013
267 1940.59278790481 1936.65249004842 1944.53308576119 3.03371505531842 0.145056975299013
268 1940.26315905643 1936.30710000862 1944.21921810424 3.03371505531842 0.145056975299013
269 1939.93353020805 1935.96170996881 1943.90535044728 3.03371505531842 0.145056975299013
270 1939.60390135967 1935.61631992901 1943.59148279033 3.03371505531842 0.145056975299013
271 1939.27427251129 1935.2709298892 1943.27761513337 3.03371505531842 0.145056975299013
272 1938.94464366291 1934.92553984939 1942.96374747642 3.03371505531842 0.145056975299013
273 1938.61501481452 1934.58014980959 1942.64987981946 3.03371505531842 0.145056975299013
274 1938.28538596614 1934.23475976978 1942.33601216251 3.03371505531842 0.145056975299013
275 1937.95575711776 1933.88936972997 1942.02214450555 3.03371505531842 0.145056975299013
276 1937.62612826938 1933.54397969017 1941.7082768486 3.03371505531842 0.145056975299013
277 1937.296499421 1933.19858965036 1941.39440919164 3.03371505531842 0.145056975299013
278 1936.96687057262 1932.85319961055 1941.08054153469 3.03371505531842 0.145056975299013
279 1936.63724172424 1932.50780957075 1940.76667387773 3.03371505531842 0.145056975299013
280 1936.30761287586 1932.16241953094 1940.45280622078 3.03371505531842 0.145056975299013
281 1935.97798402748 1931.81702949114 1940.13893856382 3.03371505531842 0.145056975299013
282 1935.6483551791 1931.47163945133 1939.82507090686 3.03371505531842 0.145056975299013
283 1935.31872633072 1931.12624941152 1939.51120324991 3.03371505531842 0.145056975299013
284 1934.98909748234 1930.78085937172 1939.19733559295 3.03371505531842 0.145056975299013
285 1934.65946863395 1930.43546933191 1938.883467936 3.03371505531842 0.145056975299013
286 1934.32983978557 1930.0900792921 1938.56960027904 3.03371505531842 0.145056975299013
287 1934.00021093719 1929.7446892523 1938.25573262209 3.03371505531842 0.145056975299013
288 1933.67058208881 1929.39929921249 1937.94186496513 3.03371505531842 0.145056975299013
289 1933.34095324043 1929.05390917269 1937.62799730818 3.03371505531842 0.145056975299013
290 1933.01132439205 1928.70851913288 1937.31412965122 3.03371505531842 0.145056975299013
291 1932.68169554367 1928.36312909307 1937.00026199427 3.03371505531842 0.145056975299013
292 1932.35206669529 1928.01773905327 1936.68639433731 3.03371505531842 0.145056975299013
293 1932.02243784691 1927.67234901346 1936.37252668036 3.03371505531842 0.145056975299013
294 1931.69280899853 1927.32695897365 1936.0586590234 3.03371505531842 0.145056975299013
295 1931.36318015015 1926.98156893385 1935.74479136645 3.03371505531842 0.145056975299013
296 1931.03355130177 1926.63617889404 1935.43092370949 3.03371505531842 0.145056975299013
297 1930.70392245339 1926.29078885424 1935.11705605254 3.03371505531842 0.145056975299013
298 1930.37429360501 1925.94539881443 1934.80318839558 3.03371505531842 0.145056975299013
299 1930.04466475662 1925.60000877462 1934.48932073863 3.03371505531842 0.145056975299013
300 1929.71503590824 1925.25461873482 1934.17545308167 3.03371505531842 0.145056975299013
301 1929.38540705986 1924.90922869501 1933.86158542472 3.03371505531842 0.145056975299013
302 1929.05577821148 1924.5638386552 1933.54771776776 3.03371505531842 0.145056975299013
303 1928.7261493631 1924.2184486154 1933.23385011081 3.03371505531842 0.145056975299013
304 1928.39652051472 1923.87305857559 1932.91998245385 3.03371505531842 0.145056975299013
305 1928.06689166634 1923.52766853578 1932.60611479689 3.03371505531842 0.145056975299013
306 1927.73726281796 1923.18227849598 1932.29224713994 3.03371505531842 0.145056975299013
307 1927.40763396958 1922.83688845617 1931.97837948298 3.03371505531842 0.145056975299013
308 1927.0780051212 1922.49149841637 1931.66451182603 3.03371505531842 0.145056975299013
309 1926.74837627282 1922.14610837656 1931.35064416907 3.03371505531842 0.145056975299013
310 1926.41874742444 1921.80071833675 1931.03677651212 3.03371505531842 0.145056975299013
311 1926.08911857605 1921.45532829695 1930.72290885516 3.03371505531842 0.145056975299013
312 1925.75948972767 1921.10993825714 1930.40904119821 3.03371505531842 0.145056975299013
313 1925.42986087929 1920.76454821733 1930.09517354125 3.03371505531842 0.145056975299013
314 1925.10023203091 1920.41915817753 1929.7813058843 3.03371505531842 0.145056975299013
315 1924.77060318253 1920.07376813772 1929.46743822734 3.03371505531842 0.145056975299013
316 1924.44097433415 1919.72837809792 1929.15357057039 3.03371505531842 0.145056975299013
317 1924.11134548577 1919.38298805811 1928.83970291343 3.03371505531842 0.145056975299013
318 1923.78171663739 1919.0375980183 1928.52583525648 3.03371505531842 0.145056975299013
319 1923.45208778901 1918.6922079785 1928.21196759952 3.03371505531842 0.145056975299013
320 1923.12245894063 1918.34681793869 1927.89809994257 3.03371505531842 0.145056975299013
321 1922.79283009225 1918.00142789888 1927.58423228561 3.03371505531842 0.145056975299013
322 1922.46320124387 1917.65603785908 1927.27036462866 3.03371505531842 0.145056975299013
323 1922.13357239549 1917.31064781927 1926.9564969717 3.03371505531842 0.145056975299013
324 1921.80394354711 1916.96525777946 1926.64262931475 3.03371505531842 0.145056975299013
325 1921.47431469872 1916.61986773966 1926.32876165779 3.03371505531842 0.145056975299013
326 1921.14468585034 1916.27447769985 1926.01489400083 3.03371505531842 0.145056975299013
327 1920.81505700196 1915.92908766005 1925.70102634388 3.03371505531842 0.145056975299013
328 1920.48542815358 1915.58369762024 1925.38715868692 3.03371505531842 0.145056975299013
329 1920.1557993052 1915.23830758043 1925.07329102997 3.03371505531842 0.145056975299013
